ICD9dx,CCS Category,CCS Category Description
'01000','1    ','Tuberculosis'
'01001','1    ','Tuberculosis'
'01002','1    ','Tuberculosis'
'01003','1    ','Tuberculosis'
'01004','1    ','Tuberculosis'
'01005','1    ','Tuberculosis'
'01006','1    ','Tuberculosis'
'01010','1    ','Tuberculosis'
'01011','1    ','Tuberculosis'
'01012','1    ','Tuberculosis'
'01013','1    ','Tuberculosis'
'01014','1    ','Tuberculosis'
'01015','1    ','Tuberculosis'
'01016','1    ','Tuberculosis'
'01080','1    ','Tuberculosis'
'01081','1    ','Tuberculosis'
'01082','1    ','Tuberculosis'
'01083','1    ','Tuberculosis'
'01084','1    ','Tuberculosis'
'01085','1    ','Tuberculosis'
'01086','1    ','Tuberculosis'
'01090','1    ','Tuberculosis'
'01091','1    ','Tuberculosis'
'01092','1    ','Tuberculosis'
'01093','1    ','Tuberculosis'
'01094','1    ','Tuberculosis'
'01095','1    ','Tuberculosis'
'01096','1    ','Tuberculosis'
'01100','1    ','Tuberculosis'
'01101','1    ','Tuberculosis'
'01102','1    ','Tuberculosis'
'01103','1    ','Tuberculosis'
'01104','1    ','Tuberculosis'
'01105','1    ','Tuberculosis'
'01106','1    ','Tuberculosis'
'01110','1    ','Tuberculosis'
'01111','1    ','Tuberculosis'
'01112','1    ','Tuberculosis'
'01113','1    ','Tuberculosis'
'01114','1    ','Tuberculosis'
'01115','1    ','Tuberculosis'
'01116','1    ','Tuberculosis'
'01120','1    ','Tuberculosis'
'01121','1    ','Tuberculosis'
'01122','1    ','Tuberculosis'
'01123','1    ','Tuberculosis'
'01124','1    ','Tuberculosis'
'01125','1    ','Tuberculosis'
'01126','1    ','Tuberculosis'
'01130','1    ','Tuberculosis'
'01131','1    ','Tuberculosis'
'01132','1    ','Tuberculosis'
'01133','1    ','Tuberculosis'
'01134','1    ','Tuberculosis'
'01135','1    ','Tuberculosis'
'01136','1    ','Tuberculosis'
'01140','1    ','Tuberculosis'
'01141','1    ','Tuberculosis'
'01142','1    ','Tuberculosis'
'01143','1    ','Tuberculosis'
'01144','1    ','Tuberculosis'
'01145','1    ','Tuberculosis'
'01146','1    ','Tuberculosis'
'01150','1    ','Tuberculosis'
'01151','1    ','Tuberculosis'
'01152','1    ','Tuberculosis'
'01153','1    ','Tuberculosis'
'01154','1    ','Tuberculosis'
'01155','1    ','Tuberculosis'
'01156','1    ','Tuberculosis'
'01160','1    ','Tuberculosis'
'01161','1    ','Tuberculosis'
'01162','1    ','Tuberculosis'
'01163','1    ','Tuberculosis'
'01164','1    ','Tuberculosis'
'01165','1    ','Tuberculosis'
'01166','1    ','Tuberculosis'
'01170','1    ','Tuberculosis'
'01171','1    ','Tuberculosis'
'01172','1    ','Tuberculosis'
'01173','1    ','Tuberculosis'
'01174','1    ','Tuberculosis'
'01175','1    ','Tuberculosis'
'01176','1    ','Tuberculosis'
'01180','1    ','Tuberculosis'
'01181','1    ','Tuberculosis'
'01182','1    ','Tuberculosis'
'01183','1    ','Tuberculosis'
'01184','1    ','Tuberculosis'
'01185','1    ','Tuberculosis'
'01186','1    ','Tuberculosis'
'01190','1    ','Tuberculosis'
'01191','1    ','Tuberculosis'
'01192','1    ','Tuberculosis'
'01193','1    ','Tuberculosis'
'01194','1    ','Tuberculosis'
'01195','1    ','Tuberculosis'
'01196','1    ','Tuberculosis'
'01200','1    ','Tuberculosis'
'01201','1    ','Tuberculosis'
'01202','1    ','Tuberculosis'
'01203','1    ','Tuberculosis'
'01204','1    ','Tuberculosis'
'01205','1    ','Tuberculosis'
'01206','1    ','Tuberculosis'
'01210','1    ','Tuberculosis'
'01211','1    ','Tuberculosis'
'01212','1    ','Tuberculosis'
'01213','1    ','Tuberculosis'
'01214','1    ','Tuberculosis'
'01215','1    ','Tuberculosis'
'01216','1    ','Tuberculosis'
'01220','1    ','Tuberculosis'
'01221','1    ','Tuberculosis'
'01222','1    ','Tuberculosis'
'01223','1    ','Tuberculosis'
'01224','1    ','Tuberculosis'
'01225','1    ','Tuberculosis'
'01226','1    ','Tuberculosis'
'01230','1    ','Tuberculosis'
'01231','1    ','Tuberculosis'
'01232','1    ','Tuberculosis'
'01233','1    ','Tuberculosis'
'01234','1    ','Tuberculosis'
'01235','1    ','Tuberculosis'
'01236','1    ','Tuberculosis'
'01280','1    ','Tuberculosis'
'01281','1    ','Tuberculosis'
'01282','1    ','Tuberculosis'
'01283','1    ','Tuberculosis'
'01284','1    ','Tuberculosis'
'01285','1    ','Tuberculosis'
'01286','1    ','Tuberculosis'
'01300','1    ','Tuberculosis'
'01301','1    ','Tuberculosis'
'01302','1    ','Tuberculosis'
'01303','1    ','Tuberculosis'
'01304','1    ','Tuberculosis'
'01305','1    ','Tuberculosis'
'01306','1    ','Tuberculosis'
'01310','1    ','Tuberculosis'
'01311','1    ','Tuberculosis'
'01312','1    ','Tuberculosis'
'01313','1    ','Tuberculosis'
'01314','1    ','Tuberculosis'
'01315','1    ','Tuberculosis'
'01316','1    ','Tuberculosis'
'01320','1    ','Tuberculosis'
'01321','1    ','Tuberculosis'
'01322','1    ','Tuberculosis'
'01323','1    ','Tuberculosis'
'01324','1    ','Tuberculosis'
'01325','1    ','Tuberculosis'
'01326','1    ','Tuberculosis'
'01330','1    ','Tuberculosis'
'01331','1    ','Tuberculosis'
'01332','1    ','Tuberculosis'
'01333','1    ','Tuberculosis'
'01334','1    ','Tuberculosis'
'01335','1    ','Tuberculosis'
'01336','1    ','Tuberculosis'
'01340','1    ','Tuberculosis'
'01341','1    ','Tuberculosis'
'01342','1    ','Tuberculosis'
'01343','1    ','Tuberculosis'
'01344','1    ','Tuberculosis'
'01345','1    ','Tuberculosis'
'01346','1    ','Tuberculosis'
'01350','1    ','Tuberculosis'
'01351','1    ','Tuberculosis'
'01352','1    ','Tuberculosis'
'01353','1    ','Tuberculosis'
'01354','1    ','Tuberculosis'
'01355','1    ','Tuberculosis'
'01356','1    ','Tuberculosis'
'01360','1    ','Tuberculosis'
'01361','1    ','Tuberculosis'
'01362','1    ','Tuberculosis'
'01363','1    ','Tuberculosis'
'01364','1    ','Tuberculosis'
'01365','1    ','Tuberculosis'
'01366','1    ','Tuberculosis'
'01380','1    ','Tuberculosis'
'01381','1    ','Tuberculosis'
'01382','1    ','Tuberculosis'
'01383','1    ','Tuberculosis'
'01384','1    ','Tuberculosis'
'01385','1    ','Tuberculosis'
'01386','1    ','Tuberculosis'
'01390','1    ','Tuberculosis'
'01391','1    ','Tuberculosis'
'01392','1    ','Tuberculosis'
'01393','1    ','Tuberculosis'
'01394','1    ','Tuberculosis'
'01395','1    ','Tuberculosis'
'01396','1    ','Tuberculosis'
'01400','1    ','Tuberculosis'
'01401','1    ','Tuberculosis'
'01402','1    ','Tuberculosis'
'01403','1    ','Tuberculosis'
'01404','1    ','Tuberculosis'
'01405','1    ','Tuberculosis'
'01406','1    ','Tuberculosis'
'01480','1    ','Tuberculosis'
'01481','1    ','Tuberculosis'
'01482','1    ','Tuberculosis'
'01483','1    ','Tuberculosis'
'01484','1    ','Tuberculosis'
'01485','1    ','Tuberculosis'
'01486','1    ','Tuberculosis'
'01500','1    ','Tuberculosis'
'01501','1    ','Tuberculosis'
'01502','1    ','Tuberculosis'
'01503','1    ','Tuberculosis'
'01504','1    ','Tuberculosis'
'01505','1    ','Tuberculosis'
'01506','1    ','Tuberculosis'
'01510','1    ','Tuberculosis'
'01511','1    ','Tuberculosis'
'01512','1    ','Tuberculosis'
'01513','1    ','Tuberculosis'
'01514','1    ','Tuberculosis'
'01515','1    ','Tuberculosis'
'01516','1    ','Tuberculosis'
'01520','1    ','Tuberculosis'
'01521','1    ','Tuberculosis'
'01522','1    ','Tuberculosis'
'01523','1    ','Tuberculosis'
'01524','1    ','Tuberculosis'
'01525','1    ','Tuberculosis'
'01526','1    ','Tuberculosis'
'01550','1    ','Tuberculosis'
'01551','1    ','Tuberculosis'
'01552','1    ','Tuberculosis'
'01553','1    ','Tuberculosis'
'01554','1    ','Tuberculosis'
'01555','1    ','Tuberculosis'
'01556','1    ','Tuberculosis'
'01560','1    ','Tuberculosis'
'01561','1    ','Tuberculosis'
'01562','1    ','Tuberculosis'
'01563','1    ','Tuberculosis'
'01564','1    ','Tuberculosis'
'01565','1    ','Tuberculosis'
'01566','1    ','Tuberculosis'
'01570','1    ','Tuberculosis'
'01571','1    ','Tuberculosis'
'01572','1    ','Tuberculosis'
'01573','1    ','Tuberculosis'
'01574','1    ','Tuberculosis'
'01575','1    ','Tuberculosis'
'01576','1    ','Tuberculosis'
'01580','1    ','Tuberculosis'
'01581','1    ','Tuberculosis'
'01582','1    ','Tuberculosis'
'01583','1    ','Tuberculosis'
'01584','1    ','Tuberculosis'
'01585','1    ','Tuberculosis'
'01586','1    ','Tuberculosis'
'01590','1    ','Tuberculosis'
'01591','1    ','Tuberculosis'
'01592','1    ','Tuberculosis'
'01593','1    ','Tuberculosis'
'01594','1    ','Tuberculosis'
'01595','1    ','Tuberculosis'
'01596','1    ','Tuberculosis'
'01600','1    ','Tuberculosis'
'01601','1    ','Tuberculosis'
'01602','1    ','Tuberculosis'
'01603','1    ','Tuberculosis'
'01604','1    ','Tuberculosis'
'01605','1    ','Tuberculosis'
'01606','1    ','Tuberculosis'
'01610','1    ','Tuberculosis'
'01611','1    ','Tuberculosis'
'01612','1    ','Tuberculosis'
'01613','1    ','Tuberculosis'
'01614','1    ','Tuberculosis'
'01615','1    ','Tuberculosis'
'01616','1    ','Tuberculosis'
'01620','1    ','Tuberculosis'
'01621','1    ','Tuberculosis'
'01622','1    ','Tuberculosis'
'01623','1    ','Tuberculosis'
'01624','1    ','Tuberculosis'
'01625','1    ','Tuberculosis'
'01626','1    ','Tuberculosis'
'01630','1    ','Tuberculosis'
'01631','1    ','Tuberculosis'
'01632','1    ','Tuberculosis'
'01633','1    ','Tuberculosis'
'01634','1    ','Tuberculosis'
'01635','1    ','Tuberculosis'
'01636','1    ','Tuberculosis'
'01640','1    ','Tuberculosis'
'01641','1    ','Tuberculosis'
'01642','1    ','Tuberculosis'
'01643','1    ','Tuberculosis'
'01644','1    ','Tuberculosis'
'01645','1    ','Tuberculosis'
'01646','1    ','Tuberculosis'
'01650','1    ','Tuberculosis'
'01651','1    ','Tuberculosis'
'01652','1    ','Tuberculosis'
'01653','1    ','Tuberculosis'
'01654','1    ','Tuberculosis'
'01655','1    ','Tuberculosis'
'01656','1    ','Tuberculosis'
'01660','1    ','Tuberculosis'
'01661','1    ','Tuberculosis'
'01662','1    ','Tuberculosis'
'01663','1    ','Tuberculosis'
'01664','1    ','Tuberculosis'
'01665','1    ','Tuberculosis'
'01666','1    ','Tuberculosis'
'01670','1    ','Tuberculosis'
'01671','1    ','Tuberculosis'
'01672','1    ','Tuberculosis'
'01673','1    ','Tuberculosis'
'01674','1    ','Tuberculosis'
'01675','1    ','Tuberculosis'
'01676','1    ','Tuberculosis'
'01690','1    ','Tuberculosis'
'01691','1    ','Tuberculosis'
'01692','1    ','Tuberculosis'
'01693','1    ','Tuberculosis'
'01694','1    ','Tuberculosis'
'01695','1    ','Tuberculosis'
'01696','1    ','Tuberculosis'
'01700','1    ','Tuberculosis'
'01701','1    ','Tuberculosis'
'01702','1    ','Tuberculosis'
'01703','1    ','Tuberculosis'
'01704','1    ','Tuberculosis'
'01705','1    ','Tuberculosis'
'01706','1    ','Tuberculosis'
'01710','1    ','Tuberculosis'
'01711','1    ','Tuberculosis'
'01712','1    ','Tuberculosis'
'01713','1    ','Tuberculosis'
'01714','1    ','Tuberculosis'
'01715','1    ','Tuberculosis'
'01716','1    ','Tuberculosis'
'01720','1    ','Tuberculosis'
'01721','1    ','Tuberculosis'
'01722','1    ','Tuberculosis'
'01723','1    ','Tuberculosis'
'01724','1    ','Tuberculosis'
'01725','1    ','Tuberculosis'
'01726','1    ','Tuberculosis'
'01730','1    ','Tuberculosis'
'01731','1    ','Tuberculosis'
'01732','1    ','Tuberculosis'
'01733','1    ','Tuberculosis'
'01734','1    ','Tuberculosis'
'01735','1    ','Tuberculosis'
'01736','1    ','Tuberculosis'
'01740','1    ','Tuberculosis'
'01741','1    ','Tuberculosis'
'01742','1    ','Tuberculosis'
'01743','1    ','Tuberculosis'
'01744','1    ','Tuberculosis'
'01745','1    ','Tuberculosis'
'01746','1    ','Tuberculosis'
'01750','1    ','Tuberculosis'
'01751','1    ','Tuberculosis'
'01752','1    ','Tuberculosis'
'01753','1    ','Tuberculosis'
'01754','1    ','Tuberculosis'
'01755','1    ','Tuberculosis'
'01756','1    ','Tuberculosis'
'01760','1    ','Tuberculosis'
'01761','1    ','Tuberculosis'
'01762','1    ','Tuberculosis'
'01763','1    ','Tuberculosis'
'01764','1    ','Tuberculosis'
'01765','1    ','Tuberculosis'
'01766','1    ','Tuberculosis'
'01770','1    ','Tuberculosis'
'01771','1    ','Tuberculosis'
'01772','1    ','Tuberculosis'
'01773','1    ','Tuberculosis'
'01774','1    ','Tuberculosis'
'01775','1    ','Tuberculosis'
'01776','1    ','Tuberculosis'
'01780','1    ','Tuberculosis'
'01781','1    ','Tuberculosis'
'01782','1    ','Tuberculosis'
'01783','1    ','Tuberculosis'
'01784','1    ','Tuberculosis'
'01785','1    ','Tuberculosis'
'01786','1    ','Tuberculosis'
'01790','1    ','Tuberculosis'
'01791','1    ','Tuberculosis'
'01792','1    ','Tuberculosis'
'01793','1    ','Tuberculosis'
'01794','1    ','Tuberculosis'
'01795','1    ','Tuberculosis'
'01796','1    ','Tuberculosis'
'01800','1    ','Tuberculosis'
'01801','1    ','Tuberculosis'
'01802','1    ','Tuberculosis'
'01803','1    ','Tuberculosis'
'01804','1    ','Tuberculosis'
'01805','1    ','Tuberculosis'
'01806','1    ','Tuberculosis'
'01880','1    ','Tuberculosis'
'01881','1    ','Tuberculosis'
'01882','1    ','Tuberculosis'
'01883','1    ','Tuberculosis'
'01884','1    ','Tuberculosis'
'01885','1    ','Tuberculosis'
'01886','1    ','Tuberculosis'
'01890','1    ','Tuberculosis'
'01891','1    ','Tuberculosis'
'01892','1    ','Tuberculosis'
'01893','1    ','Tuberculosis'
'01894','1    ','Tuberculosis'
'01895','1    ','Tuberculosis'
'01896','1    ','Tuberculosis'
'1370 ','1    ','Tuberculosis'
'1371 ','1    ','Tuberculosis'
'1372 ','1    ','Tuberculosis'
'1373 ','1    ','Tuberculosis'
'1374 ','1    ','Tuberculosis'
'V1201','1    ','Tuberculosis'
'0031 ','2    ','Septicemia'
'0202 ','2    ','Septicemia'
'0223 ','2    ','Septicemia'
'0362 ','2    ','Septicemia'
'0380 ','2    ','Septicemia'
'0381 ','2    ','Septicemia'
'03810','2    ','Septicemia'
'03811','2    ','Septicemia'
'03812','2    ','Septicemia'
'03819','2    ','Septicemia'
'0382 ','2    ','Septicemia'
'0383 ','2    ','Septicemia'
'03840','2    ','Septicemia'
'03841','2    ','Septicemia'
'03842','2    ','Septicemia'
'03843','2    ','Septicemia'
'03844','2    ','Septicemia'
'03849','2    ','Septicemia'
'0388 ','2    ','Septicemia'
'0389 ','2    ','Septicemia'
'0545 ','2    ','Septicemia'
'449  ','2    ','Septicemia'
'77181','2    ','Septicemia (except in labor)'
'7907 ','2    ','Septicemia'
'99591','2    ','Septicemia'
'99592','2    ','Septicemia'
'0200 ','3    ','Oth bact inf'
'0208 ','3    ','Oth bact inf'
'0209 ','3    ','Oth bact inf'
'0218 ','3    ','Oth bact inf'
'0219 ','3    ','Oth bact inf'
'0228 ','3    ','Oth bact inf'
'0229 ','3    ','Oth bact inf'
'0230 ','3    ','Oth bact inf'
'0231 ','3    ','Oth bact inf'
'0232 ','3    ','Oth bact inf'
'0233 ','3    ','Oth bact inf'
'0238 ','3    ','Oth bact inf'
'0239 ','3    ','Oth bact inf'
'024  ','3    ','Oth bact inf'
'025  ','3    ','Oth bact inf'
'0260 ','3    ','Oth bact inf'
'0269 ','3    ','Oth bact inf'
'0270 ','3    ','Oth bact inf'
'0271 ','3    ','Oth bact inf'
'0272 ','3    ','Oth bact inf'
'0278 ','3    ','Oth bact inf'
'0279 ','3    ','Oth bact inf'
'0300 ','3    ','Oth bact inf'
'0301 ','3    ','Oth bact inf'
'0302 ','3    ','Oth bact inf'
'0303 ','3    ','Oth bact inf'
'0308 ','3    ','Oth bact inf'
'0309 ','3    ','Oth bact inf'
'0312 ','3    ','Oth bact inf'
'0318 ','3    ','Oth bact inf'
'0319 ','3    ','Oth bact inf'
'03289','3    ','Oth bact inf'
'0329 ','3    ','Oth bact inf'
'0330 ','3    ','Oth bact inf'
'0331 ','3    ','Oth bact inf'
'0338 ','3    ','Oth bact inf'
'0339 ','3    ','Oth bact inf'
'0341 ','3    ','Oth bact inf'
'0363 ','3    ','Oth bact inf'
'03681','3    ','Oth bact inf'
'03689','3    ','Oth bact inf'
'0369 ','3    ','Oth bact inf'
'037  ','3    ','Oth bact inf'
'0392 ','3    ','Oth bact inf'
'0393 ','3    ','Oth bact inf'
'0394 ','3    ','Oth bact inf'
'0398 ','3    ','Oth bact inf'
'0399 ','3    ','Oth bact inf'
'0400 ','3    ','Oth bact inf'
'0401 ','3    ','Oth bact inf'
'0402 ','3    ','Oth bact inf'
'0403 ','3    ','Oth bact inf'
'04042','3    ','Oth bact inf'
'04081','3    ','Oth bact inf'
'04082','3    ','Oth bact inf'
'04089','3    ','Oth bact inf'
'0410 ','3    ','Oth bact inf'
'04100','3    ','Oth bact inf'
'04101','3    ','Oth bact inf'
'04102','3    ','Oth bact inf'
'04103','3    ','Oth bact inf'
'04104','3    ','Oth bact inf'
'04105','3    ','Oth bact inf'
'04109','3    ','Oth bact inf'
'0411 ','3    ','Oth bact inf'
'04110','3    ','Oth bact inf'
'04111','3    ','Oth bact inf'
'04112','3    ','Oth bact inf'
'04119','3    ','Oth bact inf'
'0412 ','3    ','Oth bact inf'
'0413 ','3    ','Oth bact inf'
'0414 ','3    ','Oth bact inf'
'04141','3    ','Oth bact inf'
'04142','3    ','Oth bact inf'
'04143','3    ','Oth bact inf'
'04149','3    ','Oth bact inf'
'0415 ','3    ','Oth bact inf'
'0416 ','3    ','Oth bact inf'
'0417 ','3    ','Oth bact inf'
'0418 ','3    ','Oth bact inf'
'04181','3    ','Oth bact inf'
'04182','3    ','Oth bact inf'
'04183','3    ','Oth bact inf'
'04184','3    ','Oth bact inf'
'04185','3    ','Oth bact inf'
'04186','3    ','Oth bact inf'
'04189','3    ','Oth bact inf'
'0419 ','3    ','Oth bact inf'
'390  ','3    ','Oth bact inf'
'3929 ','3    ','Oth bact inf'
'7953 ','3    ','Oth bact inf'
'79531','3    ','Oth bact inf'
'79539','3    ','Oth bact inf'
'V090 ','3    ','Oth bact inf'
'V091 ','3    ','Oth bact inf'
'V092 ','3    ','Oth bact inf'
'V093 ','3    ','Oth bact inf'
'V094 ','3    ','Oth bact inf'
'V0950','3    ','Oth bact inf'
'V0951','3    ','Oth bact inf'
'V096 ','3    ','Oth bact inf'
'V0970','3    ','Oth bact inf'
'V0971','3    ','Oth bact inf'
'V0980','3    ','Oth bact inf'
'V0981','3    ','Oth bact inf'
'V0990','3    ','Oth bact inf'
'V0991','3    ','Oth bact inf'
'1100 ','4    ','Mycoses'
'1101 ','4    ','Mycoses'
'1102 ','4    ','Mycoses'
'1103 ','4    ','Mycoses'
'1104 ','4    ','Mycoses'
'1105 ','4    ','Mycoses'
'1106 ','4    ','Mycoses'
'1108 ','4    ','Mycoses'
'1109 ','4    ','Mycoses'
'1110 ','4    ','Mycoses'
'1111 ','4    ','Mycoses'
'1112 ','4    ','Mycoses'
'1113 ','4    ','Mycoses'
'1118 ','4    ','Mycoses'
'1119 ','4    ','Mycoses'
'1120 ','4    ','Mycoses'
'1121 ','4    ','Mycoses'
'1122 ','4    ','Mycoses'
'1123 ','4    ','Mycoses'
'1125 ','4    ','Mycoses'
'11282','4    ','Mycoses'
'11284','4    ','Mycoses'
'11285','4    ','Mycoses'
'11289','4    ','Mycoses'
'1129 ','4    ','Mycoses'
'1141 ','4    ','Mycoses'
'1143 ','4    ','Mycoses'
'1149 ','4    ','Mycoses'
'11500','4    ','Mycoses'
'11509','4    ','Mycoses'
'11510','4    ','Mycoses'
'11519','4    ','Mycoses'
'11590','4    ','Mycoses'
'11599','4    ','Mycoses'
'1160 ','4    ','Mycoses'
'1161 ','4    ','Mycoses'
'1162 ','4    ','Mycoses'
'1170 ','4    ','Mycoses'
'1171 ','4    ','Mycoses'
'1172 ','4    ','Mycoses'
'1173 ','4    ','Mycoses'
'1174 ','4    ','Mycoses'
'1175 ','4    ','Mycoses'
'1176 ','4    ','Mycoses'
'1177 ','4    ','Mycoses'
'1178 ','4    ','Mycoses'
'1179 ','4    ','Mycoses'
'118  ','4    ','Mycoses'
'042  ','5    ','HIV infectn'
'0420 ','5    ','HIV infectn'
'0421 ','5    ','HIV infectn'
'0422 ','5    ','HIV infectn'
'0429 ','5    ','HIV infectn'
'0430 ','5    ','HIV infectn'
'0431 ','5    ','HIV infectn'
'0432 ','5    ','HIV infectn'
'0433 ','5    ','HIV infectn'
'0439 ','5    ','HIV infectn'
'0440 ','5    ','HIV infectn'
'0449 ','5    ','HIV infectn'
'07953','5    ','HIV infectn'
'27910','5    ','HIV infectn'
'27919','5    ','HIV infectn'
'79571','5    ','HIV infectn'
'7958 ','5    ','HIV infectn'
'V08  ','5    ','HIV infectn'
'0700 ','6    ','Hepatitis'
'0701 ','6    ','Hepatitis'
'0702 ','6    ','Hepatitis'
'07020','6    ','Hepatitis'
'07021','6    ','Hepatitis'
'07022','6    ','Hepatitis'
'07023','6    ','Hepatitis'
'0703 ','6    ','Hepatitis'
'07030','6    ','Hepatitis'
'07031','6    ','Hepatitis'
'07032','6    ','Hepatitis'
'07033','6    ','Hepatitis'
'0704 ','6    ','Hepatitis'
'07041','6    ','Hepatitis'
'07042','6    ','Hepatitis'
'07043','6    ','Hepatitis'
'07044','6    ','Hepatitis'
'07049','6    ','Hepatitis'
'0705 ','6    ','Hepatitis'
'07051','6    ','Hepatitis'
'07052','6    ','Hepatitis'
'07053','6    ','Hepatitis'
'07054','6    ','Hepatitis'
'07059','6    ','Hepatitis'
'0706 ','6    ','Hepatitis'
'07070','6    ','Hepatitis'
'07071','6    ','Hepatitis'
'0709 ','6    ','Hepatitis'
'07271','6    ','Hepatitis'
'57140','6    ','Hepatitis'
'57141','6    ','Hepatitis'
'57142','6    ','Hepatitis'
'57149','6    ','Hepatitis'
'5731 ','6    ','Hepatitis'
'5732 ','6    ','Hepatitis'
'5733 ','6    ','Hepatitis'
'0500 ','7    ','Viral infect'
'0501 ','7    ','Viral infect'
'0502 ','7    ','Viral infect'
'0509 ','7    ','Viral infect'
'0510 ','7    ','Viral infect'
'05101','7    ','Viral infect'
'05102','7    ','Viral infect'
'0511 ','7    ','Viral infect'
'0512 ','7    ','Viral infect'
'0519 ','7    ','Viral infect'
'0522 ','7    ','Viral infect'
'0527 ','7    ','Viral infect'
'0528 ','7    ','Viral infect'
'0529 ','7    ','Viral infect'
'05310','7    ','Viral infect'
'05311','7    ','Viral infect'
'05312','7    ','Viral infect'
'05313','7    ','Viral infect'
'05314','7    ','Viral infect'
'05319','7    ','Viral infect'
'05371','7    ','Viral infect'
'05379','7    ','Viral infect'
'0538 ','7    ','Viral infect'
'0539 ','7    ','Viral infect'
'0540 ','7    ','Viral infect'
'05410','7    ','Viral infect'
'05411','7    ','Viral infect'
'05412','7    ','Viral infect'
'05413','7    ','Viral infect'
'05419','7    ','Viral infect'
'0542 ','7    ','Viral infect'
'0546 ','7    ','Viral infect'
'05471','7    ','Viral infect'
'05473','7    ','Viral infect'
'05474','7    ','Viral infect'
'05479','7    ','Viral infect'
'0548 ','7    ','Viral infect'
'0549 ','7    ','Viral infect'
'05579','7    ','Viral infect'
'0558 ','7    ','Viral infect'
'0559 ','7    ','Viral infect'
'05600','7    ','Viral infect'
'05609','7    ','Viral infect'
'05679','7    ','Viral infect'
'0568 ','7    ','Viral infect'
'0569 ','7    ','Viral infect'
'0570 ','7    ','Viral infect'
'0578 ','7    ','Viral infect'
'0579 ','7    ','Viral infect'
'05810','7    ','Viral infect'
'05811','7    ','Viral infect'
'05812','7    ','Viral infect'
'05881','7    ','Viral infect'
'05882','7    ','Viral infect'
'05889','7    ','Viral infect'
'05900','7    ','Viral infect'
'05901','7    ','Viral infect'
'05909','7    ','Viral infect'
'05910','7    ','Viral infect'
'05911','7    ','Viral infect'
'05912','7    ','Viral infect'
'05919','7    ','Viral infect'
'05920','7    ','Viral infect'
'05921','7    ','Viral infect'
'05922','7    ','Viral infect'
'0598 ','7    ','Viral infect'
'0599 ','7    ','Viral infect'
'0600 ','7    ','Viral infect'
'0601 ','7    ','Viral infect'
'0609 ','7    ','Viral infect'
'061  ','7    ','Viral infect'
'0650 ','7    ','Viral infect'
'0651 ','7    ','Viral infect'
'0652 ','7    ','Viral infect'
'0653 ','7    ','Viral infect'
'0654 ','7    ','Viral infect'
'0658 ','7    ','Viral infect'
'0659 ','7    ','Viral infect'
'0660 ','7    ','Viral infect'
'0661 ','7    ','Viral infect'
'0663 ','7    ','Viral infect'
'0664 ','7    ','Viral infect'
'06640','7    ','Viral infect'
'06642','7    ','Viral infect'
'06649','7    ','Viral infect'
'0668 ','7    ','Viral infect'
'0669 ','7    ','Viral infect'
'071  ','7    ','Viral infect'
'0720 ','7    ','Viral infect'
'0723 ','7    ','Viral infect'
'07272','7    ','Viral infect'
'07279','7    ','Viral infect'
'0728 ','7    ','Viral infect'
'0729 ','7    ','Viral infect'
'0737 ','7    ','Viral infect'
'0738 ','7    ','Viral infect'
'0739 ','7    ','Viral infect'
'0740 ','7    ','Viral infect'
'0741 ','7    ','Viral infect'
'0743 ','7    ','Viral infect'
'0748 ','7    ','Viral infect'
'075  ','7    ','Viral infect'
'0780 ','7    ','Viral infect'
'0781 ','7    ','Viral infect'
'07810','7    ','Viral infect'
'07811','7    ','Viral infect'
'07812','7    ','Viral infect'
'07819','7    ','Viral infect'
'0782 ','7    ','Viral infect'
'0783 ','7    ','Viral infect'
'0784 ','7    ','Viral infect'
'0785 ','7    ','Viral infect'
'0786 ','7    ','Viral infect'
'0787 ','7    ','Viral infect'
'07881','7    ','Viral infect'
'07882','7    ','Viral infect'
'07888','7    ','Viral infect'
'07889','7    ','Viral infect'
'0790 ','7    ','Viral infect'
'0791 ','7    ','Viral infect'
'0792 ','7    ','Viral infect'
'0793 ','7    ','Viral infect'
'0794 ','7    ','Viral infect'
'07950','7    ','Viral infect'
'07951','7    ','Viral infect'
'07952','7    ','Viral infect'
'07959','7    ','Viral infect'
'0796 ','7    ','Viral infect'
'0798 ','7    ','Viral infect'
'07981','7    ','Viral infect'
'07982','7    ','Viral infect'
'07983','7    ','Viral infect'
'07988','7    ','Viral infect'
'07989','7    ','Viral infect'
'0799 ','7    ','Viral infect'
'07998','7    ','Viral infect'
'07999','7    ','Viral infect'
'7908 ','7    ','Viral infect'
'080  ','8    ','Oth infectns'
'0810 ','8    ','Oth infectns'
'0811 ','8    ','Oth infectns'
'0812 ','8    ','Oth infectns'
'0819 ','8    ','Oth infectns'
'0820 ','8    ','Oth infectns'
'0821 ','8    ','Oth infectns'
'0822 ','8    ','Oth infectns'
'0823 ','8    ','Oth infectns'
'08240','8    ','Oth infectns'
'08241','8    ','Oth infectns'
'08249','8    ','Oth infectns'
'0828 ','8    ','Oth infectns'
'0829 ','8    ','Oth infectns'
'0831 ','8    ','Oth infectns'
'0832 ','8    ','Oth infectns'
'0838 ','8    ','Oth infectns'
'0839 ','8    ','Oth infectns'
'0840 ','8    ','Oth infectns'
'0841 ','8    ','Oth infectns'
'0842 ','8    ','Oth infectns'
'0843 ','8    ','Oth infectns'
'0844 ','8    ','Oth infectns'
